"price","cut","carat"
5717,"Premium",1.23
5718,"Premium",1.2
5718,"Very Good",1
5718,"Premium",1
5719,"Ideal",1.28
5720,"Very Good",1
5720,"Premium",1.21
5721,"Very Good",1.22
5721,"Ideal",1.32
5722,"Premium",1.03
5722,"Ideal",1.2
5722,"Ideal",1.2
5722,"Premium",1.31
5723,"Very Good",1.36
5723,"Good",1
5723,"Premium",1.4
5723,"Fair",1.46
5723,"Very Good",1
5723,"Premium",1
5723,"Premium",1
5724,"Very Good",1.2
5724,"Good",1.01
5724,"Premium",1.04
5725,"Very Good",1.24
5726,"Very Good",1.21
5728,"Ideal",1.05
5728,"Ideal",1.3
5728,"Ideal",0.99
5728,"Ideal",1
5728,"Ideal",1
5728,"Premium",1.13
5729,"Fair",1
5729,"Premium",0.93
5729,"Very Good",1.1
5729,"Premium",1.1
5731,"Good",1.01
5731,"Very Good",1.01
5731,"Very Good",1.01
5732,"Ideal",1.09
5733,"Very Good",0.91
5733,"Very Good",1.02
5733,"Fair",2.27
5736,"Ideal",1.2
5736,"Very Good",1.26
5738,"Very Good",1.04
5739,"Premium",1.22
5739,"Premium",1.21
5739,"Premium",1.22
5739,"Very Good",1.22
5739,"Premium",1.22
5740,"Premium",1.25
5740,"Premium",1.25
5740,"Premium",1.25
5740,"Premium",1.25
5741,"Premium",1.01
5741,"Premium",1.24
5741,"Premium",1.01
5743,"Very Good",1.01
5743,"Ideal",1.17
5743,"Good",1
5744,"Premium",1.03
5744,"Premium",1.31
5744,"Premium",1.31
5745,"Ideal",1.08
5746,"Premium",1.21
5746,"Premium",1.2
5746,"Premium",1.2
5746,"Premium",1.2
5747,"Very Good",1.01
5747,"Good",1.01
5747,"Premium",1.19
5748,"Ideal",1.34
5748,"Ideal",1.06
5748,"Ideal",1.07
5749,"Premium",1.01
5750,"Fair",1.51
5750,"Very Good",1.15
5750,"Premium",1.11
5751,"Ideal",1.01
5751,"Premium",1.17
5751,"Ideal",1.17
5751,"Premium",1.3
5752,"Very Good",1.07
5752,"Ideal",0.81
5754,"Very Good",0.9
5755,"Very Good",1
5755,"Ideal",1
5756,"Premium",1.34
5756,"Ideal",1.08
5756,"Good",1.01
5757,"Very Good",0.9
5757,"Very Good",0.9
5758,"Good",1.07
5758,"Very Good",1.02
5758,"Ideal",0.92
5758,"Premium",1.08
5758,"Premium",1.35
5758,"Ideal",1.06
5759,"Very Good",1.35
5759,"Very Good",1.01
5759,"Very Good",1.01
5759,"Very Good",1.01
5759,"Very Good",1
5759,"Very Good",1.01
5759,"Premium",1.01
5759,"Premium",1.01
5759,"Very Good",1.01
5759,"Very Good",1.01
5759,"Very Good",1.01
5759,"Premium",1.31
5759,"Premium",1.31
5759,"Ideal",1.13
5759,"Good",1.28
5760,"Very Good",1.01
5760,"Premium",1.21
5761,"Ideal",1.22
5761,"Ideal",1.27
5761,"Premium",1.27
5761,"Ideal",1.35
5762,"Premium",1.05
5763,"Ideal",1.23
5763,"Very Good",1.23
5763,"Ideal",1.2
5763,"Ideal",1.14
5764,"Premium",1.07
5765,"Good",1.68
5765,"Ideal",1.2
5765,"Ideal",1.38
5765,"Premium",1.33
5766,"Very Good",1
5766,"Good",1
5766,"Premium",1.04
5766,"Ideal",1.2
5766,"Ideal",1.56
5766,"Good",1.04
5767,"Very Good",1.07
5767,"Ideal",1.07
5767,"Ideal",0.96
5767,"Ideal",1.02
5767,"Premium",1.51
5768,"Ideal",1.23
5768,"Good",1.03
5768,"Ideal",1.09
5768,"Premium",1.23
5769,"Good",1.11
5769,"Very Good",1.1
5770,"Very Good",1.05
5771,"Fair",1.13
5771,"Good",0.9
5771,"Very Good",1.09
5771,"Very Good",1.29
5771,"Ideal",1.29
5773,"Premium",1.22
5773,"Ideal",1.02
5773,"Premium",1.1
5773,"Ideal",1.22
5774,"Premium",1.03
5775,"Premium",1
5775,"Ideal",1
5775,"Ideal",1
5775,"Premium",1
5775,"Very Good",1.25
5775,"Premium",1
5775,"Premium",1.08
5775,"Premium",1.24
5777,"Premium",1.04
5777,"Very Good",1.01
5777,"Ideal",1.01
5778,"Very Good",1.02
5778,"Ideal",1.34
5778,"Premium",1.34
5779,"Very Good",1.01
5779,"Premium",1.13
5779,"Very Good",0.92
5779,"Good",1.2
5779,"Premium",1.2
5779,"Ideal",0.92
5779,"Ideal",1.29
5779,"Premium",1.2
5780,"Very Good",1.11
5780,"Premium",1.01
5780,"Premium",1.01
5781,"Premium",1.11
5781,"Premium",1.16
5783,"Very Good",1.24
5783,"Very Good",1.24
5783,"Very Good",1.24
5783,"Premium",1.06
5783,"Premium",1.06
5783,"Very Good",1.06
5783,"Very Good",1.09
5784,"Good",1
5784,"Fair",1.01
5785,"Very Good",1.33
5786,"Good",1.01
5786,"Premium",1.23
5787,"Very Good",1.34
5787,"Premium",1.01
5787,"Good",1.21
5788,"Premium",1.3
5789,"Very Good",1.23
5789,"Very Good",1.01
5791,"Ideal",1.08
5791,"Premium",1.03
5792,"Ideal",1.26
5793,"Ideal",1.16
5793,"Premium",1.21
5794,"Premium",1.22
5795,"Very Good",0.9
5795,"Ideal",0.91
5795,"Ideal",1.28
5795,"Ideal",1.04
5796,"Ideal",1.38
5797,"Ideal",1.24
5797,"Ideal",1.24
5797,"Fair",1.01
5798,"Ideal",1
5798,"Ideal",1.06
5799,"Very Good",1.16
5799,"Premium",1.09
5799,"Premium",1.35
5800,"Premium",1.32
5800,"Very Good",1.03
5801,"Premium",1.18
5801,"Fair",1.51
5801,"Premium",1.14
5802,"Premium",1.19
5802,"Premium",1.11
5803,"Very Good",1.02
5804,"Very Good",1
5804,"Ideal",1.03
5804,"Ideal",1.03
5804,"Ideal",1.03
5804,"Ideal",1
5805,"Ideal",1.16
5805,"Very Good",1.08
5805,"Ideal",1.04
5805,"Ideal",0.92
5805,"Premium",1.1
5806,"Premium",1
5806,"Premium",1
5806,"Very Good",1
5806,"Very Good",1
5806,"Premium",1
5806,"Ideal",1.02
5807,"Ideal",1.22
5807,"Ideal",1.22
5807,"Ideal",1.22
5807,"Ideal",1.22
5807,"Ideal",1.22
5808,"Very Good",1.5
5808,"Ideal",1.32
5809,"Premium",1.14
5809,"Good",1.24
5809,"Premium",1.14
5810,"Ideal",1.25
5812,"Very Good",1.01
5812,"Ideal",1.01
5813,"Premium",1.06
5813,"Ideal",1.13
5813,"Premium",1.07
5814,"Very Good",1.02
5814,"Ideal",1.21
5814,"Premium",1.03
5815,"Very Good",1.01
5815,"Premium",1.29
5815,"Very Good",1.18
5816,"Good",1.02
5816,"Ideal",1.02
5816,"Ideal",1.02
5816,"Ideal",1.09
5816,"Ideal",1.09
5816,"Very Good",1.2
605,"Ideal",0.3
605,"Good",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Good",0.3
605,"Good",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Good",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Good",0.3
605,"Premium",0.3
5817,"Good",1.01
5817,"Good",0.95
5817,"Premium",1.06
5818,"Premium",1.08
5818,"Ideal",1.12
5818,"Good",1.2
5818,"Good",1.2
5819,"Very Good",1.14
5819,"Good",1
5820,"Very Good",1.07
5820,"Ideal",1.07
5820,"Ideal",1.23
5820,"Ideal",1.31
5821,"Very Good",1.05
5821,"Good",1.08
5821,"Premium",1.05
5821,"Premium",1.05
5821,"Premium",1.05
5821,"Premium",1.1
5822,"Premium",1.2
5822,"Premium",1.2
5822,"Ideal",1.2
5822,"Premium",1.2
5822,"Ideal",1.19
5823,"Good",1.01
5824,"Premium",1.3
5824,"Ideal",1
5825,"Very Good",0.91
5825,"Good",1.19
5826,"Very Good",1.21
5826,"Premium",1.01
5826,"Premium",1.03
5826,"Ideal",1.2
5828,"Ideal",0.9
5828,"Ideal",1.01
5829,"Ideal",1.13
5829,"Good",1.01
5829,"Good",1
5831,"Very Good",1.15
5831,"Ideal",1.14
5831,"Good",1.16
5831,"Ideal",1.37
5831,"Premium",1.17
5832,"Premium",1.27
5832,"Very Good",1.3
5832,"Premium",1.22
5832,"Ideal",1.01
5832,"Very Good",1.01
5832,"Very Good",1.01
5832,"Premium",1.31
5832,"Premium",1.33
5833,"Ideal",1.2
5833,"Very Good",1.2
5833,"Ideal",1.05
5833,"Fair",1
5833,"Good",1.5
5834,"Good",1.23
5834,"Very Good",1.37
5834,"Ideal",1.06
5836,"Very Good",1.24
5836,"Ideal",1.03
5836,"Premium",1.08
5837,"Ideal",1.17
5837,"Ideal",1.03
5838,"Ideal",1.12
5839,"Premium",1.01
5839,"Very Good",1.01
5839,"Very Good",1.02
5839,"Ideal",1.08
5840,"Ideal",1.02
5840,"Fair",1
5841,"Ideal",0.74
5841,"Premium",1.23
5842,"Ideal",1.17
5842,"Ideal",1.05
5844,"Ideal",1
5845,"Very Good",1.09
5845,"Premium",1.12
5846,"Fair",1.5
5846,"Premium",1.2
5846,"Premium",1.2
5846,"Premium",1.2
5849,"Premium",1.03
5849,"Very Good",1.26
5850,"Ideal",1.08
5851,"Very Good",1.25
5851,"Very Good",1
5851,"Premium",1.15
5851,"Premium",1.15
5852,"Ideal",1.33
5852,"Ideal",1.16
5853,"Fair",1
5853,"Very Good",1.2
5854,"Very Good",1
5854,"Ideal",1.11
5854,"Premium",1.01
5855,"Ideal",1.01
5855,"Good",0.9
5855,"Very Good",1.23
5855,"Ideal",1.23
5856,"Premium",1.36
5857,"Ideal",1.33
5858,"Premium",1.14
5858,"Very Good",1.24
5859,"Fair",1.81
5860,"Very Good",1
5860,"Good",1
5860,"Premium",1.09
5860,"Premium",1.01
5861,"Very Good",1.01
5861,"Very Good",1.01
5861,"Ideal",1.14
5862,"Ideal",1.35
5863,"Ideal",1.12
5863,"Ideal",1.14
5863,"Good",1
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Good",1
5864,"Premium",1
5864,"Premium",1
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Premium",1.01
5864,"Ideal",1.1
5865,"Very Good",1.21
5865,"Very Good",1
5866,"Very Good",1.21
5866,"Ideal",1.24
5866,"Ideal",1.24
5867,"Ideal",1.08
5868,"Very Good",1.2
5868,"Ideal",1.1
5868,"Premium",1.2
5869,"Premium",1.31
5871,"Very Good",1.21
5871,"Good",1.18
5871,"Good",1.68
5871,"Premium",1.21
5871,"Good",1.04
5872,"Premium",1.07
5872,"Ideal",1.07
5876,"Premium",1.31
5877,"Ideal",1.06
5878,"Premium",1.28
5879,"Ideal",0.93
5879,"Ideal",0.95
5880,"Premium",1
5880,"Premium",1
5880,"Ideal",1.25
5880,"Very Good",1.2
5880,"Ideal",1.2
5880,"Ideal",1
5880,"Premium",1
5880,"Premium",1
5880,"Premium",1
5880,"Ideal",1
5880,"Ideal",1
5880,"Ideal",1
5882,"Ideal",1.01
5882,"Fair",1.01
5882,"Ideal",1.21
5882,"Ideal",1.21
5882,"Premium",1.04
5882,"Ideal",1.04
5882,"Premium",1.01
5882,"Premium",1.04
5882,"Premium",1.01
5883,"Very Good",1
5883,"Premium",1.03
5884,"Very Good",1.2
5884,"Very Good",1.03
5884,"Very Good",1.2
5884,"Ideal",1.2
5885,"Very Good",1.21
5885,"Ideal",1.27
5885,"Premium",1.13
5885,"Ideal",1.13
5885,"Premium",1.13
5886,"Very Good",1.01
5886,"Ideal",0.92
5886,"Premium",1.05
5887,"Very Good",0.9
5887,"Ideal",1
5887,"Ideal",1
5887,"Premium",1
5888,"Ideal",1.28
5888,"Ideal",1.1
5889,"Premium",1.09
5889,"Ideal",1.06
5889,"Premium",1.06
5889,"Premium",1.21
5889,"Premium",1.24
5889,"Premium",1.06
5889,"Good",1.23
5889,"Ideal",1.24
5889,"Premium",1.24
5889,"Ideal",1.23
5889,"Premium",1.24
5890,"Premium",1.02
5891,"Ideal",1.15
5892,"Ideal",1.17
5893,"Premium",1.21
5893,"Premium",0.99
5893,"Good",1.21
5894,"Ideal",1.23
5894,"Premium",1.04
5897,"Very Good",1.01
5897,"Ideal",0.9
5898,"Good",1.29
5898,"Premium",1.01
5898,"Ideal",1.16
5899,"Good",1.14
5899,"Premium",1.2
5899,"Premium",1.26
5902,"Very Good",1.01
5902,"Good",1.01
5902,"Very Good",1.5
5902,"Ideal",1.21
5902,"Premium",1.25
5902,"Ideal",1.24
5902,"Ideal",1.24
5904,"Very Good",1.01
5904,"Ideal",1.09
5906,"Good",1
5906,"Premium",1.03
5907,"Ideal",0.9
5908,"Ideal",1.16
5908,"Premium",1.11
5908,"Premium",1.08
5908,"Fair",1
5909,"Ideal",1.07
5910,"Premium",1.22
5911,"Very Good",1.01
5911,"Ideal",1.13
5911,"Ideal",1.16
5912,"Premium",1.38
5913,"Very Good",1.33
5913,"Good",1.2
5914,"Premium",1
5914,"Very Good",1.1
5914,"Fair",2
5914,"Ideal",1.05
5914,"Ideal",1.05
5914,"Very Good",1
5914,"Ideal",1
5914,"Very Good",1
5914,"Good",1.2
5914,"Fair",1.65
5914,"Ideal",1.2
5914,"Premium",1.5
5914,"Good",1.5
5915,"Very Good",1.11
5915,"Ideal",1.02
5916,"Very Good",1.31
5916,"Fair",1.52
5917,"Very Good",1.05
5918,"Very Good",1.2
5918,"Premium",1.02
5919,"Very Good",1.01
5919,"Very Good",1.01
5919,"Very Good",1.01
5919,"Premium",1.35
5919,"Fair",1.51
5919,"Fair",1.51
5920,"Good",1
5920,"Very Good",1.28
5920,"Premium",1.21
5921,"Premium",1.32
5921,"Good",1
5921,"Premium",1.18
5922,"Very Good",1.21
5922,"Good",1.02
5922,"Ideal",1.02
5922,"Ideal",1.09
5922,"Ideal",1.09
5923,"Good",1.27
5923,"Premium",1.01
5924,"Very Good",1.03
5924,"Premium",1.29
5925,"Premium",1.14
5925,"Premium",1.14
5925,"Ideal",1.27
5925,"Premium",1.25
5926,"Ideal",1.29
5927,"Good",1.08
5927,"Premium",1.05
5927,"Premium",1.05
5929,"Ideal",1
5929,"Ideal",1
5929,"Very Good",1
5929,"Very Good",1
5929,"Very Good",1
5929,"Good",1
5929,"Premium",1.23
5930,"Very Good",1.02
605,"Ideal",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Good",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Good",0.3
605,"Good",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Good",0.3
605,"Very Good",0.3
5930,"Ideal",1.15
5930,"Premium",1.22
5931,"Very Good",1.21
5932,"Very Good",1.15
5932,"Ideal",1.05
5932,"Ideal",1.25
5932,"Ideal",1.01
5935,"Ideal",1.09
5935,"Ideal",1
5935,"Good",1.15
5936,"Ideal",1.01
5936,"Ideal",1.13
5936,"Ideal",1.21
5937,"Ideal",1.26
5937,"Ideal",1.19
5937,"Ideal",1.24
5937,"Ideal",1.14
5937,"Premium",1.14
5937,"Ideal",1.14
5937,"Premium",1.5
5938,"Very Good",1
5938,"Ideal",1.23
5938,"Ideal",1.11
5938,"Ideal",1
5939,"Very Good",1
5939,"Premium",1.01
5939,"Premium",1.01
5939,"Ideal",1.01
5939,"Premium",1.01
5939,"Ideal",1.01
5939,"Very Good",1.01
5940,"Premium",1
5940,"Very Good",1
5940,"Good",1.23
5940,"Premium",1
5941,"Very Good",1.2
5942,"Premium",1.06
5943,"Good",1.02
5944,"Very Good",1.01
5944,"Premium",1.22
5944,"Ideal",1.17
5946,"Ideal",1.06
5946,"Premium",1.01
5946,"Premium",1.01
5946,"Premium",1.01
5946,"Ideal",1.01
5947,"Ideal",0.99
5947,"Premium",1.25
5947,"Premium",1.2
5947,"Premium",1.2
5948,"Very Good",1.03
5948,"Ideal",1.21
5948,"Premium",1.21
5949,"Ideal",1.17
5949,"Premium",1.28
5950,"Very Good",1.09
5950,"Premium",1.25
5950,"Premium",1.25
5950,"Fair",1.01
5951,"Premium",1.3
5951,"Good",1.02
5951,"Premium",1.05
5951,"Premium",1.09
5951,"Ideal",1.23
5952,"Very Good",1.05
5952,"Premium",1.12
5952,"Ideal",1.04
5953,"Very Good",1.27
5954,"Good",1.01
5955,"Very Good",1.2
5955,"Very Good",1.2
5956,"Premium",1.02
5956,"Very Good",1.19
5958,"Premium",1.1
5958,"Premium",1.32
5960,"Ideal",1.22
5962,"Ideal",1.11
5962,"Ideal",1.3
5962,"Premium",1.21
5963,"Premium",1.36
5963,"Premium",1.01
5964,"Very Good",1.04
5964,"Ideal",1.2
5966,"Very Good",1.22
5966,"Very Good",1.12
5967,"Premium",1.07
5967,"Premium",1
5967,"Very Good",1
5967,"Premium",1
5967,"Premium",1
5967,"Ideal",1
5969,"Ideal",1.35
5969,"Ideal",1.38
5969,"Premium",1.24
5972,"Good",1.01
5972,"Premium",1.24
5973,"Ideal",1.21
5973,"Ideal",1.01
5973,"Very Good",1.01
5973,"Premium",1.01
5974,"Very Good",1.55
5974,"Ideal",1.03
5974,"Premium",1.07
5975,"Premium",1.25
5975,"Very Good",1.25
5975,"Ideal",1.25
5975,"Very Good",1.01
5975,"Good",1.2
5975,"Premium",1.2
5975,"Premium",1.2
5976,"Very Good",1.26
5976,"Ideal",1.24
5976,"Ideal",1.24
5977,"Very Good",1.02
5978,"Premium",1.02
5978,"Ideal",0.9
5979,"Very Good",1.22
5979,"Good",1.51
5979,"Premium",1.23
5980,"Ideal",1.25
5980,"Premium",0.94
5982,"Premium",1.21
5982,"Ideal",1.07
5983,"Ideal",0.95
5983,"Premium",1.06
5983,"Premium",1.26
5984,"Good",1
5984,"Very Good",1.28
5985,"Ideal",1.22
5986,"Very Good",1.2
5986,"Premium",1.14
5986,"Good",1.01
5987,"Good",1.44
5987,"Very Good",1.05
5987,"Very Good",1
5988,"Very Good",1.01
5988,"Very Good",1.01
5988,"Good",1.01
5988,"Premium",1.01
5988,"Premium",1.01
5988,"Very Good",1.01
5988,"Good",1.01
5988,"Good",1.01
5988,"Premium",1.2
5989,"Very Good",1.21
5989,"Ideal",0.92
5989,"Ideal",1.15
5989,"Good",1.54
5991,"Ideal",1.16
5992,"Ideal",0.93
5993,"Premium",1.09
5993,"Fair",1.82
5993,"Ideal",1.05
5994,"Ideal",1.04
5994,"Ideal",1.54
5995,"Ideal",1.01
5995,"Ideal",1.28
5995,"Very Good",1.01
5996,"Ideal",1.21
5996,"Ideal",1.2
5996,"Ideal",1.33
5996,"Premium",1.29
5997,"Premium",1.22
5997,"Very Good",0.96
5997,"Premium",1.21
5998,"Ideal",1.26
5998,"Premium",1.26
5998,"Premium",1.02
5998,"Very Good",1.7
5998,"Premium",1.02
5998,"Premium",1.02
5998,"Very Good",1.26
5998,"Premium",1.02
5999,"Very Good",1.01
5999,"Good",1.01
5999,"Premium",1.01
5999,"Ideal",1.01
6000,"Premium",1
6000,"Very Good",1.2
6001,"Very Good",1.26
6001,"Premium",1.21
6002,"Very Good",1.07
6002,"Fair",2.03
6002,"Fair",2.03
6004,"Ideal",0.8
6004,"Good",1.01
6005,"Ideal",1.23
6005,"Premium",1.13
6006,"Premium",1
6006,"Ideal",1.2
6006,"Fair",1.5
6006,"Good",1.5
6006,"Good",1.5
6006,"Good",1.5
6007,"Very Good",1.02
6007,"Very Good",1.27
6007,"Fair",1.73
6010,"Premium",1.59
6010,"Ideal",1.34
6012,"Ideal",1.04
6012,"Premium",1.22
6012,"Premium",1.22
6012,"Ideal",1.22
6013,"Very Good",1
6013,"Ideal",1.17
6013,"Ideal",1.18
6015,"Ideal",1.23
6017,"Ideal",1.21
6017,"Premium",1.36
6018,"Ideal",0.9
6019,"Very Good",1.01
6019,"Very Good",1.2
6019,"Very Good",1.2
6019,"Very Good",1.2
6019,"Very Good",1.2
6019,"Very Good",1.2
6019,"Very Good",1.2
6019,"Ideal",1.01
6019,"Ideal",1.01
6020,"Good",1
6021,"Very Good",1
6021,"Premium",1.2
6022,"Very Good",1
6022,"Very Good",1.21
6022,"Good",1.21
6022,"Premium",1.07
6023,"Premium",1.26
6024,"Ideal",1.01
6025,"Ideal",1.21
6025,"Good",1.66
6025,"Good",1.21
6025,"Ideal",1.21
6025,"Premium",1.21
6026,"Premium",1.2
6027,"Premium",1.01
6027,"Premium",1.01
6027,"Ideal",1.01
6028,"Very Good",1.05
6028,"Very Good",1.5
6028,"Good",1
6030,"Ideal",1.25
6030,"Good",1
6031,"Premium",1.21
6031,"Premium",1.57
6031,"Very Good",1.27
6032,"Good",1.25
6032,"Premium",1.1
6032,"Premium",1.02
6033,"Premium",1.14
6033,"Premium",1.14
6036,"Very Good",1.03
6036,"Very Good",1.03
6036,"Ideal",1.16
6037,"Very Good",1.01
6037,"Good",1.01
6037,"Good",1
6037,"Premium",1
6037,"Premium",1
6038,"Premium",1.23
6038,"Premium",1.51
6038,"Ideal",0.99
6039,"Very Good",1.23
6039,"Ideal",1.01
6040,"Very Good",1
6040,"Ideal",1.02
6040,"Ideal",1.07
6040,"Premium",1.07
6041,"Very Good",1.35
6041,"Premium",1.15
6041,"Fair",1.01
6042,"Good",1.3
6043,"Very Good",1.01
6043,"Ideal",1
6043,"Ideal",1.09
6044,"Ideal",1.03
6045,"Premium",1.22
6045,"Ideal",1.13
6045,"Ideal",1.27
6046,"Ideal",1.26
6046,"Premium",1.22
6046,"Ideal",1.23
6046,"Good",1.51
6046,"Good",1.51
6047,"Very Good",1.01
6047,"Very Good",1.02
6047,"Very Good",1.02
6047,"Premium",1
6048,"Premium",1
6048,"Premium",1
6048,"Premium",1.2
6048,"Ideal",1
6048,"Premium",1
6048,"Premium",1
6048,"Premium",1
6048,"Premium",1
6048,"Premium",1.5
6048,"Premium",1
6048,"Ideal",1.35
6048,"Very Good",1
6048,"Premium",1
605,"Ideal",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Good",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Good",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Very Good",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Premium",0.3
605,"Very Good",0.3
605,"Very Good",0.3
605,"Premium",0.3
605,"Ideal",0.3
605,"Ideal",0.3
605,"Good",0.3
605,"Premium",0.3
6049,"Ideal",1.07
6050,"Good",1
6052,"Premium",1.12
6052,"Ideal",1.22
6053,"Very Good",1.18
6055,"Premium",1.2
6055,"Ideal",1.06
6056,"Premium",1.21
6056,"Premium",1.03
6058,"Good",1.02
6058,"Premium",1.02
6058,"Very Good",1.02
6058,"Very Good",1.02
6058,"Very Good",1.21
6059,"Ideal",1.03
6059,"Good",1.02
6060,"Ideal",1.12
6060,"Ideal",1.06
6060,"Ideal",1.07
6061,"Fair",1.32
6061,"Very Good",1.07
6061,"Very Good",1.11
6062,"Very Good",1.02
6062,"Very Good",1.17
6062,"Very Good",1.06
6062,"Ideal",1.22
6063,"Very Good",1.05
6064,"Very Good",1.49
6065,"Ideal",1.02
6065,"Ideal",1.11
6065,"Premium",1.21
6066,"Good",1.01
6066,"Premium",1.01
6066,"Ideal",1.01
6066,"Good",1.01
6066,"Premium",1.01
6066,"Ideal",1.25
6068,"Premium",1.26
6069,"Ideal",1.21
6069,"Ideal",1.06
6069,"Ideal",1.42
6070,"Very Good",1.05
6070,"Premium",1.05
6070,"Ideal",1.14
6071,"Very Good",1.33
6071,"Very Good",1.22
6071,"Premium",1.21
6072,"Premium",1.03
6073,"Very Good",1.01
6073,"Very Good",1.01
6073,"Very Good",1.25
6073,"Ideal",1
6073,"Good",1
6075,"Very Good",1.01
6075,"Very Good",1.24
6075,"Ideal",1.13
6075,"Premium",1.01
6076,"Ideal",1.18
6076,"Ideal",1.24
6076,"Premium",1.07
6077,"Very Good",1.2
6077,"Ideal",1.11
6078,"Ideal",1.08
6078,"Fair",1.33
6078,"Premium",1.19
6078,"Ideal",1.34
6079,"Very Good",1.32
6080,"Good",1.02
6081,"Fair",1.01
6082,"Ideal",1.07
6083,"Very Good",1.01
6084,"Ideal",1.16
6084,"Ideal",1.25
6084,"Premium",1.25
6085,"Very Good",1.32
6085,"Very Good",1.2
6085,"Premium",1.26
6086,"Very Good",1.19
6086,"Premium",1.52
6086,"Fair",1.43
6087,"Ideal",1.12
6087,"Premium",1.02
6088,"Very Good",0.94
6088,"Very Good",1.35
6088,"Ideal",1.23
6088,"Good",1.11
6088,"Good",1.51
6089,"Ideal",1.52
6089,"Good",1.01
6089,"Premium",1.31
6090,"Ideal",1.11
6091,"Good",2.06
6091,"Ideal",1.37
6091,"Premium",1.03
6092,"Premium",1.21
6093,"Premium",1.35
6093,"Premium",1.28
6093,"Premium",1.28
6094,"Very Good",0.99
6095,"Very Good",1.04
6095,"Ideal",1.14
6095,"Premium",1.14
6095,"Ideal",1.54
6095,"Ideal",1.24
6095,"Premium",1.31
6096,"Premium",1.05
6096,"Ideal",1.44
6096,"Very Good",1.08
6097,"Ideal",1.01
6097,"Premium",1
6097,"Ideal",1.29
6097,"Ideal",1.29
6097,"Premium",1.01
6097,"Very Good",1.01
6097,"Premium",1.01
6097,"Premium",1.01
6097,"Premium",1.01
6097,"Premium",1.01
6097,"Premium",1.01
6097,"Good",1.01
6097,"Premium",1.01
6098,"Premium",1.21
6098,"Very Good",1
6098,"Good",1
6098,"Very Good",1
6098,"Very Good",1.2
6098,"Very Good",1.12
6098,"Ideal",1.21
6098,"Premium",1.21
6098,"Premium",1.1
6099,"Very Good",1.29
6100,"Ideal",1.23
6101,"Very Good",1.31
6101,"Very Good",1.07
6103,"Very Good",1.02
6104,"Very Good",1.02
6104,"Good",1.51
6104,"Ideal",1.01
6105,"Very Good",1.01
6105,"Ideal",1.21
6106,"Ideal",1.15
6108,"Premium",1.01
6108,"Premium",1.01
6108,"Very Good",1.01
6108,"Premium",1.01
6108,"Ideal",1.01
6108,"Premium",1.01
6108,"Very Good",1.01
6108,"Premium",1.01
6108,"Ideal",1.01
6108,"Ideal",1.01
6108,"Ideal",1.01
6108,"Premium",1.01
6108,"Premium",1.01
6108,"Fair",1.47
6108,"Premium",1.01
6108,"Premium",1.01
6108,"Premium",1.01
6109,"Good",1.01
6110,"Ideal",1.12
6110,"Very Good",1.15
6111,"Ideal",1.24
6112,"Premium",1.07
6112,"Good",1.62
6112,"Ideal",1.04
6112,"Ideal",1.18
6113,"Very Good",1.25
6113,"Good",1.01
6114,"Ideal",1.06
6115,"Very Good",1
6115,"Very Good",1.5
6115,"Premium",1
6115,"Premium",1
6115,"Fair",1
6115,"Fair",1
6115,"Premium",1.12
6115,"Premium",1.04
6115,"Premium",1
6116,"Premium",1.27
6116,"Premium",1.29
6118,"Ideal",1.33
6120,"Very Good",1.07
6121,"Premium",1.22
6121,"Premium",1.22
6121,"Premium",1.1
6121,"Premium",1.22
6122,"Premium",1.04
6122,"Premium",1.04
